Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region,state
10/25/2015,2.16,4222.62,1225.4,2724.11,0,273.11,256.67,16.44,,organic,2015,LasVegas,Nevada
10/18/2015,2.21,4420.01,1353.82,2836.26,0,229.93,223.33,6.6,,organic,2015,LasVegas,Nevada
10/11/2015,2.22,4355.33,1288.15,2770.52,0,296.66,296.66,,,organic,2015,LasVegas,Nevada
10/4/2015,2.31,4655.07,1209.45,3328.95,0,116.67,116.67,,,organic,2015,LasVegas,Nevada
9/27/2015,1.85,5756.8,1243.87,4399.58,0,113.35,13.33,1.2,,organic,2015,LasVegas,Nevada
9/20/2015,2.4,3413.65,693.42,2696.9,0,23.33,23.33,,,organic,2015,LasVegas,Nevada
9/13/2015,2.34,3783.2,847.33,2556.59,0,379.28,27,19.28,,organic,2015,LasVegas,Nevada
9/6/2015,2.14,6723.56,3062.78,3222.2,0,438.58,,438.58,,organic,2015,LasVegas,Nevada
8/30/2015,1.75,8160.56,3905.04,3627.37,0,628.15,67.59,56.56,,organic,2015,LasVegas,Nevada
8/23/2015,1.62,8676.7,4150.85,3628.56,0,897.29,361.51,535.78,,organic,2015,LasVegas,Nevada
8/16/2015,1.63,8549.47,3299.05,4589.07,0,661.35,58.13,81.22,,organic,2015,LasVegas,Nevada
8/9/2015,1.82,7773.81,4016.18,3256.86,0,5.77,413.41,87.36,,organic,2015,LasVegas,Nevada
8/2/2015,1.8,9065.72,4950.22,3751.82,0,363.68,296.67,67.1,,organic,2015,LasVegas,Nevada
7/26/2015,1.85,6775.02,3052.48,3504.8,0,217.74,16.67,21.7,,organic,2015,LasVegas,Nevada
7/19/2015,1.92,5058.93,1717.89,3137.14,0,23.9,23.99,179.91,,organic,2015,LasVegas,Nevada
7/12/2015,2.09,4999.62,1393.67,3460.14,0,145.81,13.93,41.88,,organic,2015,LasVegas,Nevada
7/5/2015,1.6,10492.77,4751.99,5225.48,0,515.3,235.16,28.14,,organic,2015,LasVegas,Nevada
6/28/2015,1.54,11098.01,5745.2,4602.5,0,75.31,11.8,64.23,,organic,2015,LasVegas,Nevada
6/21/2015,1.51,11225.55,6354.28,4456.88,0,414.39,174.28,24.11,,organic,2015,LasVegas,Nevada
6/14/2015,1.44,10351.7,4423.81,4826,0,111.89,35.54,796.35,,organic,2015,LasVegas,Nevada
6/7/2015,1.43,10804.37,5155.39,4362.09,0,1286.89,416.28,87.61,,organic,2015,LasVegas,Nevada
5/31/2015,1.35,11467.23,5870.7,4092.11,0,154.42,486.67,117.75,,organic,2015,LasVegas,Nevada
5/24/2015,1.33,12299.69,6688.91,4328.35,0,1282.43,343.14,939.29,,organic,2015,LasVegas,Nevada
5/17/2015,1.35,12470.02,6463.13,4621.31,0,1385.58,33,155.58,,organic,2015,LasVegas,Nevada
5/10/2015,1.34,10511.94,5433.37,3859.31,0,1219.26,433.33,785.93,,organic,2015,LasVegas,Nevada
5/3/2015,1.41,10168.54,4718.35,4211.52,0,1238.67,451.49,787.18,,organic,2015,LasVegas,Nevada
4/26/2015,1.76,12433.98,3751.05,7660.4,0,122.53,56,462.53,,organic,2015,LasVegas,Nevada
4/19/2015,1.43,10527.86,5673.89,3973.87,0,88.1,233.33,646.77,,organic,2015,LasVegas,Nevada
4/12/2015,1.56,8894.91,4396.88,3477.96,0,12.7,45,57.7,,organic,2015,LasVegas,Nevada
4/5/2015,1.67,9356.12,4828.61,3641.12,0,886.39,545.4,34.99,,organic,2015,LasVegas,Nevada
3/29/2015,1.43,9469.98,5071.98,3688.02,0,79.98,687.72,22.26,,organic,2015,LasVegas,Nevada
3/22/2015,1.46,9021.37,4449.39,3881.75,0,69.23,69.23,,,organic,2015,LasVegas,Nevada
3/15/2015,1.89,4860.39,1974.44,2783.78,0,12.17,66.67,35.5,,organic,2015,LasVegas,Nevada
3/8/2015,1.78,5910.67,2676.09,2766.99,0,467.59,453.33,14.26,,organic,2015,LasVegas,Nevada
3/1/2015,1.61,7867.61,4161.89,2885.72,0,82,82,,,organic,2015,LasVegas,Nevada
2/22/2015,1.79,7179.44,3979.49,3109.69,0,9.26,86.67,3.59,,organic,2015,LasVegas,Nevada
2/15/2015,1.79,6259.44,3336.65,2622.79,0,3,3,,,organic,2015,LasVegas,Nevada
2/8/2015,1.68,7138.01,3705.92,2718.76,0,713.33,713.33,,,organic,2015,LasVegas,Nevada
2/1/2015,1.6,7634.17,4366.54,2884.3,0,383.33,383.33,,,organic,2015,LasVegas,Nevada
1/25/2015,1.66,5758.68,2421.36,3050.67,0,286.65,273.33,13.32,,organic,2015,LasVegas,Nevada
1/18/2015,1.63,6032.31,3449.94,1769.04,0,813.33,813.33,,,organic,2015,LasVegas,Nevada
1/11/2015,1.54,6144.55,4027.3,2083.92,0,33.33,33.33,,,organic,2015,LasVegas,Nevada
1/4/2015,1.5,6329.83,3730.8,2141.91,0,457.12,426.67,3.45,,organic,2015,LasVegas,Nevada
12/25/2016,1.35,9519.43,1090.88,2506.87,0,5921.68,581.1,111.58,,organic,2016,LasVegas,Nevada
12/18/2016,1.42,7232.71,913.95,2218.81,0,499.95,488.72,11.23,,organic,2016,LasVegas,Nevada
12/11/2016,1.76,6257.58,750.54,2889.92,0,2617.12,2584.81,32.31,,organic,2016,LasVegas,Nevada
12/4/2016,2.17,4786.42,937.63,2371.9,0,1476.89,136.79,116.1,,organic,2016,LasVegas,Nevada
11/27/2016,1.74,6539.69,838.75,2060.12,0,364.82,3634.77,6.5,,organic,2016,LasVegas,Nevada
11/20/2016,1.83,6717.05,885.91,2371.08,0,346.6,346.6,,,organic,2016,LasVegas,Nevada
11/13/2016,1.51,11117.12,1608.57,3103.52,0,645.3,6353.31,51.72,,organic,2016,LasVegas,Nevada
11/6/2016,1.94,6815.62,1815.17,3164.88,0,1835.57,1827.56,8.1,,organic,2016,LasVegas,Nevada
10/30/2016,2.76,3238.28,378.75,2652.66,0,26.87,177.79,29.8,,organic,2016,LasVegas,Nevada
10/23/2016,2.3,2988.4,267.02,2457.1,0,264.28,264.28,,,organic,2016,LasVegas,Nevada
10/16/2016,2.85,4317.31,707.37,2855.9,0,754.4,732.85,21.19,,organic,2016,LasVegas,Nevada
10/9/2016,2.09,5771.2,1016.77,2518.91,0,2235.52,2219.25,16.27,,organic,2016,LasVegas,Nevada
10/2/2016,3.03,3714.71,296.71,2699.8,0,718.2,718.2,,,organic,2016,LasVegas,Nevada
9/25/2016,2.91,4103.97,409.65,2810.06,0,884.26,884.26,,,organic,2016,LasVegas,Nevada
9/18/2016,2.04,6494.77,1493.45,2657.83,0,2343.49,2279.81,63.68,,organic,2016,LasVegas,Nevada
9/11/2016,2.2,7662.66,2324.12,3252.22,0,286.32,613.88,1472.44,,organic,2016,LasVegas,Nevada
9/4/2016,2.02,9266.73,2868.88,3199.25,0,3198.6,79.82,2488.78,,organic,2016,LasVegas,Nevada
8/28/2016,2.02,8132.79,2503.68,2823.44,0,285.67,411.15,2394.52,,organic,2016,LasVegas,Nevada
8/21/2016,1.99,8861.21,2876.49,2719.84,0,3264.88,458.25,286.63,,organic,2016,LasVegas,Nevada
8/14/2016,2.14,8267.22,2592.15,2647.51,0,327.56,455.36,2572.2,,organic,2016,LasVegas,Nevada
8/7/2016,2.16,9591.2,3176.01,3095.01,0,332.18,348.25,2971.93,,organic,2016,LasVegas,Nevada
7/31/2016,2.27,9953.15,2964.22,3659.42,0,3329.51,42.58,298.93,,organic,2016,LasVegas,Nevada
7/24/2016,2.3,10298.23,3346,3970.45,0,2981.78,591.78,239,,organic,2016,LasVegas,Nevada
7/17/2016,2.25,10784.6,3690.4,3871.61,0,3222.59,766.55,2456.4,,organic,2016,LasVegas,Nevada
7/10/2016,1.9,13234.04,4462.78,4630,0,4141.26,676.76,3464.5,,organic,2016,LasVegas,Nevada
7/3/2016,1.59,15607.26,5586.02,5478.16,0,4543.8,438.23,414.85,,organic,2016,LasVegas,Nevada
6/26/2016,1.56,13868.58,4663.99,5947.35,0,3257.24,669.63,2587.61,,organic,2016,LasVegas,Nevada
6/19/2016,1.52,13092.1,5180.03,6593.84,0,1318.23,563.36,754.87,,organic,2016,LasVegas,Nevada
6/12/2016,1.42,14204.88,7218.45,5873.68,0,1112.75,47.15,642.6,,organic,2016,LasVegas,Nevada
6/5/2016,1.41,14224.73,5353.51,6571.59,0,2299.63,765.5,1534.58,,organic,2016,LasVegas,Nevada
5/29/2016,1.35,22983.35,3737.94,16569.88,0,2675.53,695.76,1979.77,,organic,2016,LasVegas,Nevada
5/22/2016,1.38,17710.51,4850.71,8099.11,0,476.69,496.56,4264.13,,organic,2016,LasVegas,Nevada
5/15/2016,1.2,28101.68,6186.61,15446.24,0,6468.83,433.9,635.74,,organic,2016,LasVegas,Nevada
5/8/2016,1.31,13681.17,4543.59,5592.9,0,3544.68,416.67,3128.1,,organic,2016,LasVegas,Nevada
5/1/2016,1.51,13228.93,4463.69,6588.39,0,2176.85,786.59,139.26,,organic,2016,LasVegas,Nevada
4/24/2016,1.36,19698.45,2546.13,13800.58,0,3351.74,744.93,266.81,,organic,2016,LasVegas,Nevada
4/17/2016,1.34,20001.54,2830.14,13556.57,0,3614.83,347.32,3267.51,,organic,2016,LasVegas,Nevada
4/10/2016,1.22,13473.17,3233.23,4726.02,0,5513.92,428.39,1485.53,,organic,2016,LasVegas,Nevada
4/3/2016,1.25,12425.65,3094.18,4671.88,0,4659.59,3985.21,674.38,,organic,2016,LasVegas,Nevada
3/27/2016,1.41,10187.56,3062.51,4885.53,0,2239.52,196.43,333.9,,organic,2016,LasVegas,Nevada
3/20/2016,1.35,9463.68,3101.56,4112.47,0,2249.65,2185.92,63.73,,organic,2016,LasVegas,Nevada
3/13/2016,1.33,9530.49,1955.94,4330.59,0,3243.96,3192.97,5.99,,organic,2016,LasVegas,Nevada
3/6/2016,1.3,11858.2,2926.28,3544.22,0,5387.7,51.95,286.75,,organic,2016,LasVegas,Nevada
2/28/2016,1.29,10997.51,2077.08,3518.48,0,541.95,5374.7,27.88,,organic,2016,LasVegas,Nevada
2/21/2016,1.44,8237.96,1481.86,3293.97,0,3462.13,2833.52,628.61,,organic,2016,LasVegas,Nevada
2/14/2016,1.28,9595.71,1481.93,3314.57,0,4799.21,3443.29,1355.92,,organic,2016,LasVegas,Nevada
2/7/2016,1.41,7720.32,1466.84,2881.87,0,3371.61,2968.56,43.5,,organic,2016,LasVegas,Nevada
1/31/2016,1.68,6797.74,1776.21,3076.64,0,1944.89,188.81,64.8,,organic,2016,LasVegas,Nevada
1/24/2016,1.47,9297.5,1706.27,4796.37,0,2794.86,2788.43,6.43,,organic,2016,LasVegas,Nevada
1/17/2016,1.47,8854.46,2067.07,4156.83,0,263.56,2611.22,19.34,,organic,2016,LasVegas,Nevada
1/10/2016,1.41,8480.1,1630.03,3858.64,0,2991.43,2984.97,6.46,,organic,2016,LasVegas,Nevada
1/3/2016,1.69,7552.52,1709.77,3384.63,0,2458.12,2435.48,22.64,,organic,2016,LasVegas,Nevada
12/31/2017,1.55,9413.05,1479.66,1733.93,0,6199.46,619.31,9.15,,organic,2017,LasVegas,Nevada
12/24/2017,1.89,8393.5,1385.31,1425.12,0,5583.7,5555.33,27.74,,organic,2017,LasVegas,Nevada
12/17/2017,1.94,7541.05,1104.72,1479.8,0,4956.53,4932.2,24.33,,organic,2017,LasVegas,Nevada
12/10/2017,1.68,8602.41,1318.35,1602.11,0,5681.95,5651.78,3.17,,organic,2017,LasVegas,Nevada
12/3/2017,1.56,8048.35,1471.55,1226.52,0,535.28,533.41,19.87,,organic,2017,LasVegas,Nevada
11/26/2017,1.95,6599.52,1613.28,1302.68,0,3683.56,3683.56,,,organic,2017,LasVegas,Nevada
11/19/2017,1.95,7753.84,1387.57,1452.61,0,4913.66,4894.9,19.57,,organic,2017,LasVegas,Nevada
11/12/2017,1.79,8252.87,1320.88,1398.84,0,5533.15,554.25,28.9,,organic,2017,LasVegas,Nevada
11/5/2017,1.83,7034.87,1540.11,1637.33,0,3857.43,3852.92,4.51,,organic,2017,LasVegas,Nevada
10/29/2017,1.93,7138.49,1136.5,1084.34,0,4917.65,498.26,9.39,,organic,2017,LasVegas,Nevada
10/22/2017,1.83,7131.28,1255.39,358.12,0,5517.77,5486.54,31.23,,organic,2017,LasVegas,Nevada
10/15/2017,1.99,6132.37,1113.04,173.88,0,4845.45,478.24,65.21,,organic,2017,LasVegas,Nevada
10/8/2017,2.25,6511.51,1223.09,194.14,0,594.28,538.49,55.79,,organic,2017,LasVegas,Nevada
10/1/2017,2.24,5291.89,1055.34,115.35,0,4121.2,437.32,83.88,,organic,2017,LasVegas,Nevada
9/24/2017,2.25,5491.29,1048.15,145,0,4298.14,4281.47,16.67,,organic,2017,LasVegas,Nevada
9/17/2017,2.39,5487.1,1148.88,131.26,0,426.96,42.29,6.67,,organic,2017,LasVegas,Nevada
9/10/2017,2.59,6984.87,1027.67,1970.77,0,3986.43,3968.34,18.9,,organic,2017,LasVegas,Nevada
9/3/2017,2.64,6091.55,905.07,1999.56,0,3186.92,312.9,66.2,,organic,2017,LasVegas,Nevada
8/27/2017,2.47,10410.14,1804.67,2506.22,0,699.25,661.61,37.64,,organic,2017,LasVegas,Nevada
8/20/2017,2.43,7716.25,1214.19,2783.49,0,3718.57,3699.15,19.42,,organic,2017,LasVegas,Nevada
8/13/2017,2.05,6042.06,913.51,2538.57,0,2589.98,252.14,69.84,,organic,2017,LasVegas,Nevada
8/6/2017,1.74,10124.07,1959.22,2514.13,0,565.72,5623.9,27.63,,organic,2017,LasVegas,Nevada
7/30/2017,1.72,10422.68,1859.58,2464.2,0,698.9,656.82,42.8,,organic,2017,LasVegas,Nevada
7/23/2017,1.89,8527.21,1379.57,2862.27,0,4285.37,4248.87,36.5,,organic,2017,LasVegas,Nevada
7/16/2017,1.89,8618.45,1296.04,2815.04,0,457.37,4443.63,63.74,,organic,2017,LasVegas,Nevada
7/9/2017,1.82,11229.95,1693.33,4245.64,0,529.98,4986.88,34.1,,organic,2017,LasVegas,Nevada
7/2/2017,1.73,11015.7,1952.02,2930.62,0,6133.6,4359.15,1773.91,,organic,2017,LasVegas,Nevada
6/25/2017,1.67,10909.04,1963.82,3093.37,0,5851.85,244.38,3447.47,,organic,2017,LasVegas,Nevada
6/18/2017,1.76,10353.67,1706.85,3322.38,0,5324.44,199.65,3414.79,,organic,2017,LasVegas,Nevada
6/11/2017,1.74,11473.1,2058.67,2749.59,0,6664.84,2823.89,384.95,,organic,2017,LasVegas,Nevada
6/4/2017,1.72,13517.21,2283.25,2943.11,0,829.85,471.86,4218.99,,organic,2017,LasVegas,Nevada
5/28/2017,1.74,9789.43,1872.87,2730.95,1.28,5184.33,943.54,424.79,,organic,2017,LasVegas,Nevada
5/21/2017,1.95,8671.15,2887.66,3339.62,0,2443.87,753.66,169.21,,organic,2017,LasVegas,Nevada
5/14/2017,1.89,8090.29,3039,2852.86,0,2198.43,56,1638.43,,organic,2017,LasVegas,Nevada
5/7/2017,2.03,8314.41,2767.64,3687.6,0,1859.17,389.78,1469.39,,organic,2017,LasVegas,Nevada
4/30/2017,1.98,7545.18,1049.39,4429.33,2.58,263.88,437.22,1626.66,,organic,2017,LasVegas,Nevada
4/23/2017,1.67,9911.75,1121.34,5184.26,0,366.15,888.21,2717.94,,organic,2017,LasVegas,Nevada
4/16/2017,1.32,14406.27,1471.8,3773.11,0,9161.36,855.64,61.72,,organic,2017,LasVegas,Nevada
4/9/2017,1.24,17575.92,1623.51,3932.58,0,1219.83,11935.27,84.56,,organic,2017,LasVegas,Nevada
4/2/2017,1.19,17183.94,1691.21,3619.37,0,11873.36,1174.27,133.9,,organic,2017,LasVegas,Nevada
3/26/2017,1.21,17776.08,1879.08,4266.97,0,1163.3,11468.9,161.94,,organic,2017,LasVegas,Nevada
3/19/2017,1.27,17048.64,2548.8,4383.36,0,1116.48,7885.12,2231.36,,organic,2017,LasVegas,Nevada
3/12/2017,1.16,21402.16,2478.71,4691.98,0,14231.47,1385.95,425.52,,organic,2017,LasVegas,Nevada
3/5/2017,1.01,20701.89,2110.61,5897.56,0,12693.72,12277.2,416.52,,organic,2017,LasVegas,Nevada
2/26/2017,1.09,25937.71,2174.39,9684.7,0,1478.62,13934.92,143.7,,organic,2017,LasVegas,Nevada
2/19/2017,1.15,17954.08,1900.85,3776.59,0,12276.64,11577.52,699.12,,organic,2017,LasVegas,Nevada
2/12/2017,1.18,21977.83,2228.74,5528.66,2.66,14217.77,14188.24,29.53,,organic,2017,LasVegas,Nevada
2/5/2017,1.23,17104.45,1662.7,4924.57,0,1517.18,155.41,11.77,,organic,2017,LasVegas,Nevada
1/29/2017,1.31,11638.55,1129.81,3211.73,9.28,7287.73,7258.26,29.47,,organic,2017,LasVegas,Nevada
1/22/2017,1.34,10312.75,1117.76,3189.79,0,65.2,5992.65,12.55,,organic,2017,LasVegas,Nevada
1/15/2017,1.39,9442.83,941.79,2918.63,0,5582.41,5582.41,,,organic,2017,LasVegas,Nevada
1/8/2017,1.22,10641.19,1287.54,2376.07,0,6977.58,6938.25,39.33,,organic,2017,LasVegas,Nevada
1/1/2017,1.36,9563.83,997.48,2950.94,0,5615.41,5478.55,136.86,,organic,2017,LasVegas,Nevada
3/25/2018,1.65,10720.47,1541.02,1842.23,0,7337.22,7283.4,54.18,,organic,2018,LasVegas,Nevada
3/18/2018,1.66,11198.86,1458.43,2174.4,0,7566.3,7545.71,2.32,,organic,2018,LasVegas,Nevada
3/11/2018,1.62,13792.54,1966.47,2132.96,0,9693.11,9686.91,6.2,,organic,2018,LasVegas,Nevada
3/4/2018,1.66,11529.02,1575.2,2190.42,0,7763.4,7763.4,,,organic,2018,LasVegas,Nevada
2/25/2018,1.66,10302.5,1407.85,1898.15,0,6996.5,6957.59,38.91,,organic,2018,LasVegas,Nevada
2/18/2018,1.64,11078.27,1473.68,1915.56,0,7689.3,7665.64,23.39,,organic,2018,LasVegas,Nevada
2/11/2018,1.7,9399.33,1244.97,1641.29,0,6513.7,653.74,9.33,,organic,2018,LasVegas,Nevada
2/4/2018,1.79,9503.13,1479.32,1512.78,0,6511.3,6465.39,45.64,,organic,2018,LasVegas,Nevada
1/28/2018,1.78,8672.12,1005.73,2110.22,0,5556.17,5538.46,17.71,,organic,2018,LasVegas,Nevada
1/21/2018,1.91,7491.53,1096.07,1280.31,0,5115.15,5115.15,,,organic,2018,LasVegas,Nevada
1/14/2018,1.98,9883.94,1497.55,2199.58,0,6186.81,618.41,6.4,,organic,2018,LasVegas,Nevada
1/7/2018,1.73,10293.36,1701.33,2012.1,0,6579.93,6553.6,26.87,,organic,2018,LasVegas,Nevada
12/27/2015,0.8,2326942.14,976982.58,455203.42,86202.11,88554.3,722787.61,74359.3,1147.39,conventional,2015,LosAngeles,California
12/20/2015,0.85,2149872.45,870581.1,396515.66,96111.9,786663.79,681332.22,94921.87,149.7,conventional,2015,LosAngeles,California
12/13/2015,0.74,2690296.07,1072331.45,456120.56,67975.05,193869.1,962784.81,12327.26,7813.94,conventional,2015,LosAngeles,California
12/6/2015,0.66,3048290.53,1204232.39,682692.02,64728.33,196637.79,997845.83,92324.72,6467.24,conventional,2015,LosAngeles,California
11/29/2015,0.83,2156008.93,833468.11,501667.47,70943.62,749929.73,681435.37,61342.99,7151.37,conventional,2015,LosAngeles,California
11/22/2015,0.81,2268076.38,886079.66,558302.72,75963.22,74773.78,676325.88,64489.99,6914.91,conventional,2015,LosAngeles,California
11/15/2015,0.74,2828361.9,1281378.91,661936.25,70734.46,814312.28,763322.82,44152.29,6837.17,conventional,2015,LosAngeles,California
11/8/2015,0.84,2621078.31,1314856.37,702841.97,75385.11,527994.86,492713.56,29335.2,5946.28,conventional,2015,LosAngeles,California
11/1/2015,0.89,2617806.65,1232603.24,914725.31,74252.61,396225.49,37848.56,13371.54,485.39,conventional,2015,LosAngeles,California
10/25/2015,0.95,2327634.45,974251.62,925306.32,78774.2,34932.31,341731.29,3774.75,3796.27,conventional,2015,LosAngeles,California
10/18/2015,0.89,2661345.12,1045819.2,1169758.16,78303.54,367464.22,358998.74,633.21,2162.27,conventional,2015,LosAngeles,California
10/11/2015,0.92,2591981.76,1014382.6,1205553.71,74862.42,297183.3,28841.88,1323.35,3137.8,conventional,2015,LosAngeles,California
10/4/2015,0.98,2278629.09,798046.49,1120569.37,86683.25,273329.98,251924.68,17899.44,355.86,conventional,2015,LosAngeles,California
9/27/2015,0.9,2674658.54,1004429.55,1305809.85,81864.64,282554.5,26814.31,9642.69,487.5,conventional,2015,LosAngeles,California
9/20/2015,0.99,2392448.9,1024117.14,947562.49,118706.07,3263.2,284791.57,12275.43,4996.2,conventional,2015,LosAngeles,California
9/13/2015,0.98,2549512.5,1076046.71,1079298.4,97210.13,296957.26,226956.87,6467.31,5933.8,conventional,2015,LosAngeles,California
9/6/2015,0.92,2983163.34,1809743.28,738938.41,90624.69,343856.96,312763.93,2671.71,4391.32,conventional,2015,LosAngeles,California
8/30/2015,0.9,3037663.98,2084250.55,503077.81,86574.37,363761.25,357387.32,353.63,287.3,conventional,2015,LosAngeles,California
8/23/2015,1.03,2604991.25,1687625.73,538010.14,92245.94,28719.44,2797.22,3994.61,3414.61,conventional,2015,LosAngeles,California
8/16/2015,0.93,2943218.77,2040657.52,516718.52,79890.52,35952.21,31831.12,76.9,3361,conventional,2015,LosAngeles,California
8/9/2015,0.94,3371114.14,2176899.72,813280.77,69168.37,311765.28,34882.47,4251.42,2631.39,conventional,2015,LosAngeles,California
8/2/2015,1,2742211.46,1883744.01,503247.72,58532.61,296687.12,291524.1,2991.1,2172.1,conventional,2015,LosAngeles,California
7/26/2015,0.95,2893887.74,2052103.6,440413.6,79478.59,321891.95,316322.88,2936.81,2632.26,conventional,2015,LosAngeles,California
7/19/2015,1.02,2614726.11,1801294.72,417289.56,89206.49,36935.34,2989.18,13264.37,278.79,conventional,2015,LosAngeles,California
7/12/2015,1.03,2652480.7,1707544.28,548712.47,83398.45,312825.5,298568.77,11398.26,2858.47,conventional,2015,LosAngeles,California
7/5/2015,0.96,3435374.51,2373501.16,564583.23,99097.11,398193.1,377663.89,17234.66,3294.46,conventional,2015,LosAngeles,California
6/28/2015,0.94,2921148.91,2073077.35,419199.06,75759.53,353112.97,336537.82,13953.67,2621.48,conventional,2015,LosAngeles,California
6/21/2015,0.91,3040023.34,2133616.93,473295.46,79616.07,353494.88,33456.23,15484.32,345.33,conventional,2015,LosAngeles,California
6/14/2015,0.79,3689140.93,2747257.69,497878.86,69556.02,374448.36,35712.13,14619.41,2816.82,conventional,2015,LosAngeles,California
6/7/2015,0.84,3261844.41,2356669.17,447751.9,71705.74,385717.6,367627.51,14651.88,3438.21,conventional,2015,LosAngeles,California
5/31/2015,0.85,3196936.02,2355022.1,455405.46,76580.26,39928.2,292423.13,1448.99,324.8,conventional,2015,LosAngeles,California
5/24/2015,0.97,2853904.6,2013195.78,465604.19,73414.62,3169.1,283662.9,14885.79,3142.13,conventional,2015,LosAngeles,California
5/17/2015,0.98,2557700.83,1817736.96,390302.38,54789.31,294872.18,28916.4,1167.18,2888.6,conventional,2015,LosAngeles,California
5/10/2015,0.78,3553642.53,2743972.44,390901.84,60232.29,358535.96,34573.29,1675.7,2786.97,conventional,2015,LosAngeles,California
5/3/2015,0.78,4015563.02,2914047.44,670161.4,61569.48,369784.7,35636.42,11566.37,1857.91,conventional,2015,LosAngeles,California
4/26/2015,1.02,2355703.98,1567937.53,427885.78,62487.28,297393.39,28321.62,15427.14,1644.63,conventional,2015,LosAngeles,California
4/19/2015,0.93,2901188.07,2029025.26,487491.5,58423.48,326247.83,279355.95,45364.1,1527.87,conventional,2015,LosAngeles,California
4/12/2015,0.93,2799667.4,1818859.19,579426.16,64716.4,336665.65,284383.5,5472.61,189.99,conventional,2015,LosAngeles,California
4/5/2015,1.01,2603114.56,1753452.57,490701.38,73965.36,284995.25,245998.59,36929.22,267.44,conventional,2015,LosAngeles,California
3/29/2015,1,2566690.28,1672623.8,535932.2,69022.84,289111.44,2581.63,36844.97,1464.84,conventional,2015,LosAngeles,California
3/22/2015,1.01,2466735.33,1423482.89,679696.81,68607.44,294948.19,275797.37,17691.29,1459.53,conventional,2015,LosAngeles,California
3/15/2015,0.94,2690257.2,1841764.25,445562.2,70872.78,33257.97,313898.3,1622.47,1939.47,conventional,2015,LosAngeles,California
3/8/2015,0.86,2797745.89,2005781.71,400644.42,62567.6,328752.16,311497.6,1565.13,164.43,conventional,2015,LosAngeles,California
3/1/2015,0.75,3094278.93,2145439.03,592196.29,61863.94,294779.67,269524.6,2357.43,1684.64,conventional,2015,LosAngeles,California
2/22/2015,0.83,2954705.54,2050402.87,505580.16,61573.28,337149.23,3985.6,25218.2,281.15,conventional,2015,LosAngeles,California
2/15/2015,0.83,2926435.94,2146773.46,408395.74,62511.83,38754.91,271596.41,3534.18,2124.32,conventional,2015,LosAngeles,California
2/8/2015,0.9,2641032.65,1673425.82,582236.24,58216.26,327154.33,2856.62,44327.49,2266.22,conventional,2015,LosAngeles,California
2/1/2015,0.74,4031949.04,2770656.27,854673.24,64439.7,342179.83,38754.64,3118.7,2317.12,conventional,2015,LosAngeles,California
1/25/2015,0.96,2329987.29,1518406.36,456562.55,60922.43,29495.95,255279.65,36398.19,2418.11,conventional,2015,LosAngeles,California
1/18/2015,0.89,2800679.5,1925013.31,526106.8,59364.23,29195.16,26857.96,26671.18,2666.2,conventional,2015,LosAngeles,California
1/11/2015,0.85,2713699.6,1786326.65,617233.39,58892.91,251246.65,222971.68,25111.74,3163.23,conventional,2015,LosAngeles,California
1/4/2015,0.85,2682159.95,1837999.65,524430.47,64225.78,25554.5,215571.8,36981.72,295.53,conventional,2015,LosAngeles,California
12/25/2016,0.84,2641775.31,794840.17,669585.49,65359.34,111199.31,132762.48,49937.35,2929.48,conventional,2016,LosAngeles,California
12/18/2016,0.84,2377799.62,767981.95,513487.28,56245.11,1485.28,961115.47,55112.27,23857.54,conventional,2016,LosAngeles,California
12/11/2016,0.75,2793917.73,917098.69,631013.13,59599.98,118625.93,18615.77,8411.66,19643.5,conventional,2016,LosAngeles,California
12/4/2016,0.78,2780629.1,1076282.76,476162.95,53729.91,1174453.48,113557.69,17964.53,2918.26,conventional,2016,LosAngeles,California
11/27/2016,1.01,2257271.18,865743.41,416437.85,50949.95,924139.97,868269.44,34138.7,21732.46,conventional,2016,LosAngeles,California
11/20/2016,1.1,2272023.15,880344.33,456709.37,60511.55,874457.9,88238.28,4341.56,23178.6,conventional,2016,LosAngeles,California
11/13/2016,1.29,1913492.61,696410.88,436388.61,71033.43,79659.69,639521.18,4427.7,25867.81,conventional,2016,LosAngeles,California
11/6/2016,1.52,1595013.07,543331.54,423351.91,77064.64,551264.98,497726.49,26542.63,26995.86,conventional,2016,LosAngeles,California
10/30/2016,1.48,1499286.88,533137.32,383974.46,59596.59,522578.51,48713.41,16418.82,19146.28,conventional,2016,LosAngeles,California
10/23/2016,1.23,2133563.24,768315.72,427296.47,44807.45,893143.6,84269.44,32386.79,2487.37,conventional,2016,LosAngeles,California
10/16/2016,1.17,2548687.86,922290.28,501532.5,56116.4,168748.68,99615.73,43825.17,28817.78,conventional,2016,LosAngeles,California
10/9/2016,1.16,2766529.12,1153907.22,559077.15,61747.02,991797.73,915276.4,51156.17,25365.52,conventional,2016,LosAngeles,California
10/2/2016,1.06,2865744.94,1337602.73,471344.12,62565.39,994232.7,931963.97,4145.34,22123.39,conventional,2016,LosAngeles,California
9/25/2016,1,3007073.27,1328968.75,468792.85,62737.86,1146573.81,18785.53,34496.65,24991.63,conventional,2016,LosAngeles,California
9/18/2016,1.06,2589309.14,999948.52,457932.5,55346.12,17682,18961.12,364.2,372.86,conventional,2016,LosAngeles,California
